lat,lon,aed_lat,aed_lon,distance,type,city,density
51.26979,4.4146,51.2695117,4.4148751,59.0,card,Antwerpen,1.851596304417345
51.1911,4.42198,51.1932753,4.422559,413.0,card,Antwerpen,2.462602821877843
51.17105,4.36413,51.1690182,4.3636434,271.0,card,Antwerpen,1.6669748900975991
51.19258,4.42066,51.1919212,4.4195521,174.0,card,Antwerpen,2.4804809396097265
51.18389,4.43252,51.185354,4.4318872,188.0,card,Antwerpen,2.3737292973476127
51.20086,4.44881,51.199145,4.449982,262.0,card,Antwerpen,2.585269120420727
51.22059,4.44784,51.22026695,4.4465331,187.0,card,Antwerpen,2.5706467678970655
51.18291,4.38439,51.1811528,4.38341625,240.0,card,Antwerpen,2.106012322233527
51.2001,4.40447,51.2015285,4.4060666,195.0,card,Antwerpen,2.5222637422649345
51.22114,4.46343,51.2200473,4.4633733,123.0,card,Antwerpen,2.484821452891924
51.25398,4.44457,51.252569,4.4443364,199.0,card,Antwerpen,2.0525118204996873
51.20466,4.47799,51.2043408,4.479234,98.0,card,Antwerpen,2.4852558359967976
51.17364,4.36577,51.1730828,4.3647529,110.0,card,Antwerpen,1.742887259335156
51.24002,4.45279,51.239442,4.4557629,309.0,card,Antwerpen,2.2858310249598093
51.22449,4.40375,51.22390535181474,4.4031333958207215,79.0,card,Antwerpen,2.6223997966555737
51.28302,4.42481,51.28476445,4.42316345,310.0,card,Antwerpen,1.4670116907960118
51.21448,4.43386,51.2151264,4.4344036,88.0,card,Antwerpen,2.638752590835504
51.17984,4.43537,51.1803821,4.4348275,71.0,card,Antwerpen,2.3063613216157233
51.19525,4.42471,51.1960132,4.4269105,268.0,card,Antwerpen,2.526955499450188
51.28096,4.42705,51.2805456,4.4302736,837.0,card,Antwerpen,1.505224595458545
51.17191,4.34244,51.172261018909566,4.33653483948032,558.0,card,Antwerpen,1.4935713487429685
51.20768,4.41719,51.2083551,4.4185913,123.0,card,Antwerpen,2.625198890867775
51.2775,4.43076,51.2805456,4.4302736,509.0,card,Antwerpen,1.5693912462171766
51.18043,4.42366,51.1778636,4.4228852,384.0,card,Antwerpen,2.279433698333954
51.22911,4.42131,51.2289518,4.4198151,209.0,card,Antwerpen,2.582761401102856
51.22074,4.43054,51.2209309,4.4326093,151.0,card,Antwerpen,2.624403781325726
51.18461,4.42848,51.1869841,4.4282154,354.0,card,Antwerpen,2.3752757952218846
51.203,4.44202,51.2032178,4.44038,113.0,card,Antwerpen,2.6059766159628572
51.183,4.37567,51.1830271,4.3788791,223.0,card,Antwerpen,2.0404419604259556
51.21782,4.41734,51.217589,4.41777,51.0,card,Antwerpen,2.6468228056317824
51.22224,4.42595,51.221595,4.4278231,209.0,card,Antwerpen,2.6249963048302036
51.19691,4.45084,51.1972179,4.4509357,50.0,card,Antwerpen,2.5555453394967427
51.21006,4.45526,51.2107749,4.4556686,93.0,card,Antwerpen,2.587187029962762
51.18005,4.36532,51.17764768098976,4.361115043246867,512.0,card,Antwerpen,1.8878848442145255
51.22294,4.39975,51.2236042,4.4006449,136.0,card,Antwerpen,2.6218410106355665
51.22391,4.4692,51.225817,4.4691398,225.0,card,Antwerpen,2.4171779772296347
51.34835,4.33677,51.3493748,4.3296395,897.0,card,Antwerpen,0.48943799017874107
51.1849,4.42691,51.1869841,4.4282154,351.0,card,Antwerpen,2.3756498948925544
51.15609,4.37323,51.1560493,4.3733119,7.0,card,Antwerpen,1.3747936130634306
51.17335,4.337,51.172261018909566,4.33653483948032,160.0,card,Antwerpen,1.4756207227057156
51.18562,4.38815,51.18412160476319,4.3889368059223095,240.0,card,Antwerpen,2.190107571715605
51.22118,4.4181,51.2200001,4.4174128,138.0,card,Antwerpen,2.638275628261204
51.25989,4.44613,51.2548398,4.4460588,612.0,card,Antwerpen,1.903455467518295
51.22036,4.46058,51.2203758,4.4595994,66.0,card,Antwerpen,2.508870308548092
51.2243,4.423,51.227322035107285,4.4220356311414015,385.0,card,Antwerpen,2.61749579647251
51.22387,4.40586,51.2231759,4.4062723,99.0,card,Antwerpen,2.6265573680993914
51.19461,4.47152,51.1946123,4.4725465,72.0,card,Antwerpen,2.4881255186153433
51.2283,4.38151,51.2278307,4.3848289,277.0,card,Antwerpen,2.561777928503916
51.23207,4.42137,51.2289518,4.4198151,461.0,card,Antwerpen,2.5525547345515545
51.16585,4.38288,51.1691808,4.3845143,459.0,card,Antwerpen,1.6913131692791896
51.23334,4.40803,51.23219081162179,4.409253399494537,891.0,card,Antwerpen,2.560632014313137
51.16571,4.38577,51.1683018,4.3876533,360.0,card,Antwerpen,1.709546923655107
51.19373,4.40948,51.1940075,4.4115464,197.0,card,Antwerpen,2.4570285668094005
51.21974,4.42754,51.219074,4.4250751,235.0,card,Antwerpen,2.63436838672559
