lat,lon,aed_lat,aed_lon,distance,type,city
51.31668,4.29604,51.3149758,4.2893042,577.0,card,Antwerpen
51.17184,4.38314,51.1716559,4.3814717,141.0,card,Antwerpen
51.19359,4.42097,51.1932753,4.422559,206.0,card,Antwerpen
51.16878,4.39032,51.1696791,4.3890977,188.0,card,Antwerpen
51.28254,4.42069,51.28476445,4.42316345,334.0,card,Antwerpen
51.20616,4.43024,51.2060583,4.4323018,171.0,card,Antwerpen
51.28173,4.42503,51.28476445,4.42316345,576.0,card,Antwerpen
51.19972,4.4282,51.200342,4.4290278,102.0,card,Antwerpen
51.21004,4.47366,51.210214,4.4746825,70.0,card,Antwerpen
51.22735,4.47562,51.2270192,4.474984,58.0,card,Antwerpen
51.21954,4.42074,51.2189744,4.4209031,67.0,card,Antwerpen
51.19852,4.45957,51.1959827,4.4597787,303.0,card,Antwerpen
51.24972,4.42061,51.2487917,4.420696,216.0,card,Antwerpen
51.23326,4.46101,51.2336746,4.4636919,192.0,card,Antwerpen
51.23064,4.41012,51.23219081162179,4.409253399494537,242.0,card,Antwerpen
51.22749,4.44819,51.2268403,4.4491289,104.0,card,Antwerpen
51.3465,4.32323,51.34718757164413,4.322521011725347,125.0,card,Antwerpen
51.17345,4.43343,51.1726789,4.4274853,480.0,card,Antwerpen
51.22879,4.39171,51.2262385,4.3852664,719.0,card,Antwerpen
51.21395,4.40432,51.21458,4.4050147,111.0,card,Antwerpen
51.22221,4.41047,51.2218731,4.4106836,100.0,card,Antwerpen
51.17671,4.37033,51.1730828,4.3647529,647.0,card,Antwerpen
51.21905,4.39735,51.21829885,4.3969491000000005,104.0,card,Antwerpen
51.29342,4.44001,51.2943295,4.4401182,109.0,card,Antwerpen
51.2258,4.41454,51.226107748180944,4.414925850184525,76.0,card,Antwerpen
51.21069,4.40074,51.2117446,4.3997805,202.0,card,Antwerpen
51.20629,4.41896,51.2083908,4.4212001,329.0,card,Antwerpen
51.23071,4.44295,51.2303027,4.4418148,175.0,card,Antwerpen
51.27205,4.31874,51.2740817,4.3269899,744.0,card,Antwerpen
51.21371,4.40718,51.2152645,4.4075721,230.0,card,Antwerpen
51.21651,4.4173,51.217589,4.41777,124.0,card,Antwerpen
51.22788,4.46478,51.22698125,4.46644775,243.0,card,Antwerpen
51.24529,4.42251,51.2469698,4.42315765,231.0,card,Antwerpen
51.20457,4.4162,51.2037483,4.4153398,225.0,card,Antwerpen
51.22817,4.42841,51.2271852,4.4249055,286.0,card,Antwerpen
51.35954,4.32813,51.1967334,4.4294545,1000.0,card,Antwerpen
51.23078,4.41111,51.23219081162179,4.409253399494537,293.0,card,Antwerpen
51.24657,4.43133,51.2464255,4.43113625,24.0,card,Antwerpen
51.1743,4.40661,51.1738834,4.4053629,103.0,card,Antwerpen
51.20036,4.46192,51.19992339798538,4.457418010930297,336.0,card,Antwerpen
51.20723,4.3997,51.2058553,4.398416,252.0,card,Antwerpen
51.1627,4.39083,51.1624412,4.3913895,215.0,card,Antwerpen
51.1732,4.42873,51.1726789,4.4274853,151.0,card,Antwerpen
51.20037,4.43283,51.2015719,4.4346337,253.0,card,Antwerpen
51.26979,4.4146,51.2695117,4.4148751,59.0,card,Antwerpen
51.1911,4.42198,51.1932753,4.422559,413.0,card,Antwerpen
51.17105,4.36413,51.1690182,4.3636434,271.0,card,Antwerpen
51.19258,4.42066,51.1919212,4.4195521,174.0,card,Antwerpen
51.18389,4.43252,51.185354,4.4318872,188.0,card,Antwerpen
51.20086,4.44881,51.199145,4.449982,262.0,card,Antwerpen
51.22059,4.44784,51.220266949999996,4.4465331,187.0,card,Antwerpen
51.18291,4.38439,51.1811528,4.38341625,240.0,card,Antwerpen
51.2001,4.40447,51.2015285,4.4060666,195.0,card,Antwerpen
51.22114,4.46343,51.2200473,4.4633733,123.0,card,Antwerpen
51.25398,4.44457,51.252569,4.4443364,199.0,card,Antwerpen
51.20466,4.47799,51.2043408,4.479234,98.0,card,Antwerpen
51.17364,4.36577,51.1730828,4.3647529,110.0,card,Antwerpen
51.24002,4.45279,51.239442,4.4557629,309.0,card,Antwerpen
51.22449,4.40375,51.22390535181474,4.4031333958207215,79.0,card,Antwerpen
51.28302,4.42481,51.28476445,4.42316345,310.0,card,Antwerpen
51.21448,4.43386,51.2151264,4.4344036,88.0,card,Antwerpen
51.17984,4.43537,51.1803821,4.4348275,71.0,card,Antwerpen
51.19525,4.42471,51.1960132,4.4269105,268.0,card,Antwerpen
51.28096,4.42705,51.2805456,4.4302736,837.0,card,Antwerpen
51.17191,4.34244,51.172261018909566,4.33653483948032,558.0,card,Antwerpen
51.20768,4.41719,51.2083551,4.4185913,123.0,card,Antwerpen
51.2775,4.43076,51.2805456,4.4302736,509.0,card,Antwerpen
51.18043,4.42366,51.1778636,4.4228852,384.0,card,Antwerpen
51.22911,4.42131,51.2289518,4.4198151,209.0,card,Antwerpen
51.22074,4.43054,51.2209309,4.4326093,151.0,card,Antwerpen
51.18461,4.42848,51.1869841,4.4282154,354.0,card,Antwerpen
51.203,4.44202,51.2032178,4.44038,113.0,card,Antwerpen
51.183,4.37567,51.1830271,4.3788791,223.0,card,Antwerpen
51.21782,4.41734,51.217589,4.41777,51.0,card,Antwerpen
51.22224,4.42595,51.221595,4.4278231,209.0,card,Antwerpen
51.19691,4.45084,51.1972179,4.4509357,50.0,card,Antwerpen
51.21006,4.45526,51.2107749,4.4556686,93.0,card,Antwerpen
51.18005,4.36532,51.17764768098976,4.361115043246867,512.0,card,Antwerpen
51.22294,4.39975,51.2236042,4.4006449,136.0,card,Antwerpen
51.22391,4.4692,51.225817,4.4691398,225.0,card,Antwerpen
51.34835,4.33677,51.3493748,4.3296395,897.0,card,Antwerpen
51.1849,4.42691,51.1869841,4.4282154,351.0,card,Antwerpen
51.15609,4.37323,51.1560493,4.3733119,7.0,card,Antwerpen
51.17335,4.337,51.172261018909566,4.33653483948032,160.0,card,Antwerpen
51.18562,4.38815,51.18412160476319,4.3889368059223095,240.0,card,Antwerpen
51.22118,4.4181,51.2200001,4.4174128,138.0,card,Antwerpen
51.25989,4.44613,51.2548398,4.4460588,612.0,card,Antwerpen
51.22036,4.46058,51.2203758,4.4595994,66.0,card,Antwerpen
51.2243,4.423,51.227322035107285,4.4220356311414015,385.0,card,Antwerpen
51.22387,4.40586,51.2231759,4.4062723,99.0,card,Antwerpen
51.19461,4.47152,51.1946123,4.4725465,72.0,card,Antwerpen
51.2283,4.38151,51.2278307,4.3848289,277.0,card,Antwerpen
51.23207,4.42137,51.2289518,4.4198151,461.0,card,Antwerpen
51.16585,4.38288,51.1691808,4.3845143,459.0,card,Antwerpen
51.23334,4.40803,51.23219081162179,4.409253399494537,891.0,card,Antwerpen
51.16571,4.38577,51.1683018,4.3876533,360.0,card,Antwerpen
51.19373,4.40948,51.1940075,4.4115464,197.0,card,Antwerpen
51.21974,4.42754,51.219074,4.4250751,235.0,card,Antwerpen
51.22651,4.46051,51.22546,4.4602446,167.0,card,Antwerpen
51.21535,4.40872,51.2152645,4.4075721,80.0,card,Antwerpen
51.21323,4.44967,51.210302,4.4469787,447.0,card,Antwerpen
51.28681,4.38442,51.29199862800334,4.378723920521925,810.0,card,Antwerpen
51.24422,4.42069,51.2450526,4.4193735,201.0,card,Antwerpen
51.2266,4.40513,51.227416,4.4043543,285.0,card,Antwerpen
51.20064,4.43044,51.200342,4.4290278,163.0,card,Antwerpen
51.1731,4.34105,51.172261018909566,4.33653483948032,382.0,card,Antwerpen
51.22338,4.4281,51.2232079,4.4273649,57.0,card,Antwerpen
51.19823,4.43906,51.1981919,4.438515,36.0,card,Antwerpen
51.24483,4.43948,51.2463099,4.4427015,437.0,card,Antwerpen
51.2055,4.42565,51.20348285,4.4234122,339.0,card,Antwerpen
51.20976,4.46151,51.2095659,4.460206,97.0,card,Antwerpen
51.21807,4.43859,51.2182045,4.4373626,131.0,card,Antwerpen
51.21703,4.40551,51.2170334,4.4075924,157.0,card,Antwerpen
51.22799,4.41875,51.2278277,4.4194086,75.0,card,Antwerpen
51.18491,4.36043,51.1837666,4.3589953,162.0,card,Antwerpen
51.23641,4.42459,51.2352582,4.4204179,390.0,card,Antwerpen
51.18147,4.38596,51.1811528,4.38341625,274.0,card,Antwerpen
51.22935,4.4137,51.23017,4.4139014,84.0,card,Antwerpen
51.20263,4.44015,51.2032178,4.44038,59.0,card,Antwerpen
51.17107,4.39226,51.1720096,4.3932945,257.0,card,Antwerpen
51.18467,4.44124,51.1831609,4.4385825,250.0,card,Antwerpen
51.21711,4.42028,51.2169691,4.4207019,23.0,card,Antwerpen
51.17765,4.4311,51.1781606,4.4296723,115.0,card,Antwerpen
51.3155,4.28742,51.1967334,4.4294545,1000.0,card,Antwerpen
51.22796,4.40652,51.227899,4.4064889,2.0,card,Antwerpen
51.24121,4.4495,51.2423893,4.444243,558.0,card,Antwerpen
51.19776,4.40333,51.1993625,4.4010521,291.0,card,Antwerpen
51.27432,4.41879,51.2729373,4.4174542,207.0,card,Antwerpen
51.1928,4.39318,51.1928965,4.3934127,18.0,card,Antwerpen
51.34298,4.27971,51.3448238,4.2863967,719.0,card,Antwerpen
51.2449,4.44122,51.2463099,4.4427015,277.0,card,Antwerpen
51.18363,4.37353,51.1847602,4.3740291,134.0,card,Antwerpen
51.29115,4.36882,51.1967334,4.4294545,1000.0,card,Antwerpen
51.20213,4.39538,51.2055777,4.3969526,419.0,card,Antwerpen
51.2297,4.46574,51.228323764629344,4.468221687441148,337.0,card,Antwerpen
51.21449,4.44318,51.2144309,4.4432549,2.0,card,Antwerpen
51.20085,4.42037,51.1999351,4.419392,214.0,card,Antwerpen
51.22861,4.46524,51.229211250000006,4.4636359,174.0,card,Antwerpen
51.17987,4.37476,51.18061215,4.37649475,186.0,card,Antwerpen
51.18196,4.34845,51.180488499999996,4.34646255,276.0,card,Antwerpen
51.24332,4.43035,51.2427541,4.4312084,118.0,card,Antwerpen
51.22343,4.37548,51.2248771,4.3778378,340.0,card,Antwerpen
51.23261,4.46292,51.2336746,4.4636919,219.0,card,Antwerpen
51.15368,4.39054,51.15319855,4.3901343,107.0,card,Antwerpen
51.24622,4.44914,51.2477582,4.4526165,297.0,card,Antwerpen
51.25999,4.40779,51.1967334,4.4294545,1000.0,card,Antwerpen
51.20266,4.47903,51.2043408,4.479234,478.0,card,Antwerpen
51.23138,4.41109,51.2327684,4.4110757,153.0,card,Antwerpen
51.23374,4.46405,51.2336746,4.4636919,26.0,card,Antwerpen
51.27437,4.41488,51.2744394,4.4113211,261.0,card,Antwerpen
51.22285,4.46394,51.22305655135222,4.465017050030402,94.0,card,Antwerpen
51.21936,4.39864,51.2187918,4.4003508,135.0,card,Antwerpen
51.22091,4.39851,51.2211697,4.3969336,137.0,card,Antwerpen
51.22047,4.42166,51.221757,4.4204917,200.0,card,Antwerpen
51.21372,4.39799,51.2130233,4.3960842,213.0,card,Antwerpen
51.19926,4.45498,51.19992339798538,4.457418010930297,260.0,card,Antwerpen
51.22284,4.40874,51.2243061,4.40761,248.0,card,Antwerpen
51.21076,4.47624,51.210214,4.4746825,123.0,card,Antwerpen
51.19895,4.43008,51.1976073,4.4287562,194.0,card,Antwerpen
51.19634,4.42658,51.1967334,4.4294545,239.0,card,Antwerpen
51.23129,4.44163,51.2303027,4.4418148,206.0,card,Antwerpen
51.19825,4.46806,51.2015921,4.467095,476.0,card,Antwerpen
51.17789,4.3617,51.17764768098976,4.361115043246867,61.0,card,Antwerpen
51.17505,4.35365,51.1770368,4.3512267,361.0,card,Antwerpen
51.22281,4.49678,51.22006733373089,4.483211766474743,993.0,card,Antwerpen
51.19977,4.44504,51.197921702742924,4.444090258489264,263.0,card,Antwerpen
51.18308,4.36197,51.1815282,4.3605481,264.0,card,Antwerpen
51.2209,4.45637,51.2203758,4.4595994,280.0,card,Antwerpen
51.18775,4.36281,51.1845237,4.3643895,425.0,card,Antwerpen
51.18302,4.43826,51.1831609,4.4385825,21.0,card,Antwerpen
51.21449,4.44397,51.2144309,4.4432549,64.0,card,Antwerpen
51.22725,4.47677,51.2270192,4.474984,175.0,card,Antwerpen
51.18452,4.38802,51.18412160476319,4.3889368059223095,71.0,card,Antwerpen
51.26812,4.40177,51.2677978,4.4016567,66.0,card,Antwerpen
51.16376,4.39514,51.1624412,4.3913895,425.0,card,Antwerpen
51.24983,4.46019,51.2497293,4.4603511,14.0,card,Antwerpen
51.28411,4.41587,51.2827582,4.4170067,170.0,card,Antwerpen
51.24306,4.44825,51.2423893,4.444243,333.0,card,Antwerpen
51.24517,4.4445,51.2463099,4.4427015,198.0,card,Antwerpen
51.1728,4.39155,51.1723562,4.3904908,335.0,card,Antwerpen
51.20673,4.46786,51.2054913,4.4676867,136.0,card,Antwerpen
51.21494,4.39993,51.21468305,4.40017395,47.0,card,Antwerpen
51.25438,4.45259,51.2563718,4.4494793,380.0,card,Antwerpen
51.19606,4.44572,51.1947713,4.4436759,262.0,card,Antwerpen
51.21932,4.41604,51.218672,4.417298,123.0,card,Antwerpen
51.2086,4.41601,51.2090167,4.4176617,172.0,card,Antwerpen
51.209,4.45406,51.2091673,4.45343405,48.0,card,Antwerpen
51.24926,4.4611,51.2497293,4.4603511,73.0,card,Antwerpen
51.22491,4.42288,51.227322035107285,4.4220356311414015,359.0,card,Antwerpen
51.20876,4.44655,51.208958,4.4483853,151.0,card,Antwerpen
51.2537,4.44018,51.2517354,4.4418704,296.0,card,Antwerpen
51.17435,4.35389,51.1770368,4.3512267,443.0,card,Antwerpen
51.23455,4.46629,51.2336746,4.4636919,199.0,card,Antwerpen
51.22633,4.4358,51.22774652621767,4.434884024641738,210.0,card,Antwerpen
51.20915,4.41655,51.2090167,4.4176617,71.0,card,Antwerpen
51.20627,4.4186,51.2083551,4.4185913,267.0,card,Antwerpen
51.18678,4.37895,51.1894763,4.3775119,437.0,card,Antwerpen
51.19477,4.40686,51.1946999,4.4063686,234.0,card,Antwerpen
51.21726,4.36939,51.22002315,4.3680366500000005,431.0,card,Antwerpen
51.22128,4.42724,51.221595,4.4278231,97.0,card,Antwerpen
51.22839,4.47766,51.2270192,4.474984,243.0,card,Antwerpen
51.2565,4.44971,51.2563718,4.4494793,35.0,card,Antwerpen
51.21382,4.40907,51.2141827,4.4106068,143.0,card,Antwerpen
51.24823,4.43467,51.2464255,4.43113625,339.0,card,Antwerpen
51.19769,4.40321,51.1993625,4.4010521,302.0,card,Antwerpen
51.24707,4.45103,51.2477582,4.4526165,135.0,card,Antwerpen
51.22324,4.41981,51.22220117957059,4.419475315805782,120.0,card,Antwerpen
51.25391,4.46119,51.256272100000004,4.459815949999999,456.0,card,Antwerpen
51.23298,4.44327,51.2303027,4.4418148,327.0,card,Antwerpen
51.23446,4.41146,51.23392,4.4128493,161.0,card,Antwerpen
51.25005,4.42215,51.2487917,4.420696,238.0,card,Antwerpen
