"type","latitude","longitude","city","province","region"
"mug",50.3459386,4.2606746,"Lobbes","Hainaut","Wallonia"
"mug",50.4311719,4.4402722,"Charleroi","Hainaut","Wallonia"
"mug",50.4672265,4.888373,"Namur","Namur","Wallonia"
"mug",50.4352364,4.6272992,"Sambreville","Namur","Wallonia"
"mug",50.265142,4.944072,"Dinant","Namur","Wallonia"
"mug",50.3589091,4.8809781,"Yvoir","Namur","Wallonia"
"mug",50.6519752,5.5769394,"Liège","Liege","Wallonia"
"mug",50.6225196,5.6369787,"Liège","Liege","Wallonia"
"mug",50.5808041,5.4936414,"Seraing","Liege","Wallonia"
"mug",50.6477958,5.5344905,"Luik","Liege","Wallonia"
"mug",50.6947542,5.2478882,"Borgworm","Liege","Wallonia"
"mug",50.5139522,5.2401873,"Huy","Liege","Wallonia"
"mug",50.6284388,6.0295471,"Eupen","Liege","Wallonia"
"mug",50.2771031,6.1268241,"St. Vith","Liege","Wallonia"
"mug",50.5825055,5.8598157,"Verviers","Liege","Wallonia"
"mug",50.1591335,5.6831144,"Houffalize","Luxembourg","Wallonia"
"mug",49.6781218,5.820442,"Arlon","Luxembourg","Wallonia"
"mug",49.9253759,5.3803286,"Libramont-Chevigny","Luxembourg","Wallonia"
"mug",50.2281459,5.3231459,"Marche-en-Famenne","Luxembourg","Wallonia"
