type,public,latitude,longitude,city,province,region,geometry
unknown,NA,51.2470921,3.200824,Brugge,West Flanders,Flanders,POINT (3.200824 51.2470921)
unknown,NA,51.205244,3.174845,Sint-Andries,West Flanders,Flanders,POINT (3.174845 51.205244)
unknown,NA,51.2095558,3.2336103,Brugge,West Flanders,Flanders,POINT (3.2336103 51.2095558)
unknown,NA,51.1918577,3.2305458,Brugge,West Flanders,Flanders,POINT (3.2305458 51.1918577)
unknown,1,51.2331314,3.2265388,Brugge,West Flanders,Flanders,POINT (3.2265388 51.2331314)
unknown,1,51.2474307,3.200684,Brugge,West Flanders,Flanders,POINT (3.200684 51.2474307)
unknown,1,51.2577974,3.2093793,Brugge,West Flanders,Flanders,POINT (3.2093793 51.2577974)
unknown,1,51.1977225,3.2324786,Assebroek,West Flanders,Flanders,POINT (3.2324786 51.1977225)
unknown,1,51.1896807,3.1743044,Sint-Andries,West Flanders,Flanders,POINT (3.1743044 51.1896807)
unknown,1,51.2159341,3.2249867,Brugge,West Flanders,Flanders,POINT (3.2249867 51.2159341)
unknown,1,51.2095558,3.2336103,Brugge,West Flanders,Flanders,POINT (3.2336103 51.2095558)
unknown,1,51.2095558,3.2336103,Brugge,West Flanders,Flanders,POINT (3.2336103 51.2095558)
unknown,1,51.1991015,3.2006827,Brugge,West Flanders,Flanders,POINT (3.2006827 51.1991015)
unknown,1,51.2068581,3.2576186,Brugge/Sint-Kruis,West Flanders,Flanders,POINT (3.2576186 51.2068581)
unknown,1,51.1982908,3.2172343,Brugge,West Flanders,Flanders,POINT (3.2172343 51.1982908)
unknown,1,51.3189471,3.1910546,Zeebrugge,West Flanders,Flanders,POINT (3.1910546 51.3189471)
unknown,1,51.3169333,3.1905091,Zeebrugge,West Flanders,Flanders,POINT (3.1905091 51.3169333)
unknown,1,51.319716,3.1816086,Zeebrugge,West Flanders,Flanders,POINT (3.1816086 51.319716)
unknown,1,51.248447,3.1994712,Brugge,West Flanders,Flanders,POINT (3.1994712 51.248447)
unknown,1,51.2433199,3.2117837,Brugge,West Flanders,Flanders,POINT (3.2117837 51.2433199)
unknown,1,51.1929733,3.2226794,Brugge,West Flanders,Flanders,POINT (3.2226794 51.1929733)
unknown,1,51.1964636,3.2437229,Assebroek,West Flanders,Flanders,POINT (3.2437229 51.1964636)
unknown,1,51.2927749,3.2451291,Zeebrugge,West Flanders,Flanders,POINT (3.2451291 51.2927749)
unknown,1,51.2927749,3.2451291,Zeebrugge,West Flanders,Flanders,POINT (3.2451291 51.2927749)
unknown,1,51.2927749,3.2451291,Zeebrugge,West Flanders,Flanders,POINT (3.2451291 51.2927749)
unknown,1,51.2927749,3.2451291,Zeebrugge,West Flanders,Flanders,POINT (3.2451291 51.2927749)
unknown,1,51.2927749,3.2451291,Zeebrugge,West Flanders,Flanders,POINT (3.2451291 51.2927749)
unknown,1,51.2021359,3.2252592,Brugge,West Flanders,Flanders,POINT (3.2252592 51.2021359)
fix,1,51.2090571,3.1925692,Brugge,West Flanders,Flanders,POINT (3.1925692 51.2090571)
fix,1,51.3285628,3.1797956,Zeebrugge,West Flanders,Flanders,POINT (3.1797956 51.3285628)
fix,0,51.322458,3.189095,Brugge,West Flanders,Flanders,POINT (3.189095 51.322458)
fix,1,51.3099616,3.1888321,Zeebrugge,West Flanders,Flanders,POINT (3.1888321 51.3099616)
fix,0,51.2888764,3.2325427,Zeebrugge,West Flanders,Flanders,POINT (3.2325427 51.2888764)
fix,1,51.201962,3.2666252,Brugge,West Flanders,Flanders,POINT (3.2666252 51.201962)
fix,1,51.205178,3.2117547,Brugge,West Flanders,Flanders,POINT (3.2117547 51.205178)
fix,1,51.2270533,3.2324798,Brugge,West Flanders,Flanders,POINT (3.2324798 51.2270533)
fix,0,51.2026267,3.1922752,Brugge,West Flanders,Flanders,POINT (3.1922752 51.2026267)
fix,1,51.3284821,3.1880923,Zeebrugge,West Flanders,Flanders,POINT (3.1880923 51.3284821)
fix,0,51.2160119,3.2107736,BRUGGE,West Flanders,Flanders,POINT (3.2107736 51.2160119)
fix,1,51.2041914,3.2136228,Brugge,West Flanders,Flanders,POINT (3.2136228 51.2041914)
fix,1,51.214301,3.1962704,Brugge,West Flanders,Flanders,POINT (3.1962704 51.214301)
fix,1,51.2110241,3.238696,Brugge,West Flanders,Flanders,POINT (3.238696 51.2110241)
fix,1,51.2110241,3.238696,Brugge,West Flanders,Flanders,POINT (3.238696 51.2110241)
fix,1,51.2590166,3.210464,Brugge,West Flanders,Flanders,POINT (3.210464 51.2590166)
fix,1,51.1982666,3.185603,SINT-ANDRIES,West Flanders,Flanders,POINT (3.185603 51.1982666)
fix,1,51.2141903,3.2292394,BRUGGE,West Flanders,Flanders,POINT (3.2292394 51.2141903)
fix,0,51.250491,3.2124463,Brugge,West Flanders,Flanders,POINT (3.2124463 51.250491)
fix,0,51.2470921,3.200824,Brugge,West Flanders,Flanders,POINT (3.200824 51.2470921)
fix,0,51.1858939,3.2082098,Sint Michiels,West Flanders,Flanders,POINT (3.2082098 51.1858939)
fix,0,51.2154195,3.2328898,Brugge,West Flanders,Flanders,POINT (3.2328898 51.2154195)
fix,0,51.1889399,3.2330723,Assebroek,West Flanders,Flanders,POINT (3.2330723 51.1889399)
fix,1,51.1864477,3.2224824,SINT-MICHIELS,West Flanders,Flanders,POINT (3.2224824 51.1864477)
fix,1,51.1940862,3.217972,BRUGGE,West Flanders,Flanders,POINT (3.217972 51.1940862)
fix,1,51.1983729,3.2347993,ASSEBROEK,West Flanders,Flanders,POINT (3.2347993 51.1983729)
fix,1,51.1949052,3.2166719,BRUGGE,West Flanders,Flanders,POINT (3.2166719 51.1949052)
fix,1,51.2209589,3.2390246,ASSEBROEK,West Flanders,Flanders,POINT (3.2390246 51.2209589)
fix,1,51.196161,3.169148,BRUGGE,West Flanders,Flanders,POINT (3.169148 51.196161)
fix,1,51.2023157,3.2049714,SINT-ANDRIES,West Flanders,Flanders,POINT (3.2049714 51.2023157)
fix,1,51.1836183,3.2173463,Brugge,West Flanders,Flanders,POINT (3.2173463 51.1836183)
fix,1,51.2003001,3.2011604,SINT-ANDRIES,West Flanders,Flanders,POINT (3.2011604 51.2003001)
fix,1,51.1849389,3.207812,SINT-ANDRIES,West Flanders,Flanders,POINT (3.207812 51.1849389)
fix,1,51.248447,3.1994712,BRUGGE,West Flanders,Flanders,POINT (3.1994712 51.248447)
fix,0,51.2213657,3.2420731,ASSEBROEK,West Flanders,Flanders,POINT (3.2420731 51.2213657)
fix,0,51.1941507,3.1791741,SINT-ANDRIES,West Flanders,Flanders,POINT (3.1791741 51.1941507)
