type,public,latitude,longitude,city,province,region,geometry
fix,1,50.8998026,4.7262762,KESSEL-LO,Flemish Brabant,Flanders,POINT (4.7262762 50.8998026)
fix,0,50.8655626,4.6765833,Heverlee,Flemish Brabant,Flanders,POINT (4.6765833 50.8655626)
fix,0,50.8655626,4.6765833,Heverlee,Flemish Brabant,Flanders,POINT (4.6765833 50.8655626)
fix,1,50.8814806,4.7042981,LEUVEN,Flemish Brabant,Flanders,POINT (4.7042981 50.8814806)
fix,1,50.8487243,4.727953,HEVERLEE,Flemish Brabant,Flanders,POINT (4.727953 50.8487243)
fix,1,50.9210487,4.7009754,WIJGMAAL,Flemish Brabant,Flanders,POINT (4.7009754 50.9210487)
fix,1,50.869499,4.6931907,HEVERLEE,Flemish Brabant,Flanders,POINT (4.6931907 50.869499)
fix,1,50.8680749,4.7119704,Leuven,Flemish Brabant,Flanders,POINT (4.7119704 50.8680749)
fix,1,50.8796661,4.6787491,LEUVEN,Flemish Brabant,Flanders,POINT (4.6787491 50.8796661)
fix,1,50.8671289,4.7107212,HEVERLEE,Flemish Brabant,Flanders,POINT (4.7107212 50.8671289)
fix,1,50.8508741,4.732204,LEUVEN,Flemish Brabant,Flanders,POINT (4.732204 50.8508741)
fix,1,50.8508741,4.732204,LEUVEN,Flemish Brabant,Flanders,POINT (4.732204 50.8508741)
fix,1,50.8558984,4.7027407,HEVERLEE,Flemish Brabant,Flanders,POINT (4.7027407 50.8558984)
fix,1,50.8841416,4.7146301,LEUVEN,Flemish Brabant,Flanders,POINT (4.7146301 50.8841416)
fix,1,50.8777603,4.696412,LEUVEN,Flemish Brabant,Flanders,POINT (4.696412 50.8777603)
fix,1,50.8701412,4.7488553,Kessel-Lo,Flemish Brabant,Flanders,POINT (4.7488553 50.8701412)
fix,1,50.8743307,4.7017286,LEUVEN,Flemish Brabant,Flanders,POINT (4.7017286 50.8743307)
fix,1,50.869499,4.6931907,HEVERLEE,Flemish Brabant,Flanders,POINT (4.6931907 50.869499)
fix,1,50.8707923,4.6902645,HEVERLEE,Flemish Brabant,Flanders,POINT (4.6902645 50.8707923)
fix,1,50.8645243,4.6877074,HEVERLEE,Flemish Brabant,Flanders,POINT (4.6877074 50.8645243)
fix,1,50.8748,4.7002066,LEUVEN,Flemish Brabant,Flanders,POINT (4.7002066 50.8748)
fix,1,50.8796661,4.6787491,LEUVEN,Flemish Brabant,Flanders,POINT (4.6787491 50.8796661)
fix,1,50.8579379,4.6797762,HEVERLEE,Flemish Brabant,Flanders,POINT (4.6797762 50.8579379)
fix,1,50.8789643,4.6771965,LEUVEN,Flemish Brabant,Flanders,POINT (4.6771965 50.8789643)
fix,0,50.88258,4.734431,KESSEL-LO,Flemish Brabant,Flanders,POINT (4.734431 50.88258)
fix,0,50.8507187,4.7303674,Heverlee,Flemish Brabant,Flanders,POINT (4.7303674 50.8507187)
