type,public,latitude,longitude,city,province,region,geometry
unknown,NA,50.6532938,5.4482447,Grâce-Hollogne,Liege,Wallonia,POINT (5.4482447 50.6532938)
unknown,NA,50.6296727,5.4738083,Grâce-Hollogne,Liege,Wallonia,POINT (5.4738083 50.6296727)
unknown,NA,50.6309354,5.4736792,Grâce-Hollogne,Liege,Wallonia,POINT (5.4736792 50.6309354)
unknown,NA,50.6303828,5.5013364,Grâce-Hollogne,Liege,Wallonia,POINT (5.5013364 50.6303828)
unknown,NA,50.6325546,5.5022001,Grâce-Hollogne,Liege,Wallonia,POINT (5.5022001 50.6325546)
unknown,NA,50.6386564,5.506203,Grâce-Hollogne,Liege,Wallonia,POINT (5.506203 50.6386564)
unknown,NA,50.6432627,5.4868565,Grâce-Hollogne,Liege,Wallonia,POINT (5.4868565 50.6432627)
unknown,NA,50.6423532,5.6279411,Liège,Liege,Wallonia,POINT (5.6279411 50.6423532)
unknown,NA,50.6593766,5.6482329,Liège,Liege,Wallonia,POINT (5.6482329 50.6593766)
unknown,NA,50.6270846,5.4868238,Grâce-Hollogne,Liege,Wallonia,POINT (5.4868238 50.6270846)
unknown,NA,50.6508567,5.5698555,Liège,Liege,Wallonia,POINT (5.5698555 50.6508567)
unknown,NA,50.6508567,5.5698555,Liège,Liege,Wallonia,POINT (5.5698555 50.6508567)
unknown,NA,50.6376813,5.5704132,Liège,Liege,Wallonia,POINT (5.5704132 50.6376813)
unknown,NA,50.6422569,5.5753556,Liège,Liege,Wallonia,POINT (5.5753556 50.6422569)
unknown,NA,50.644025,5.6328858,Liège,Liege,Wallonia,POINT (5.6328858 50.644025)
unknown,NA,50.6397673,5.6054024,Liège,Liege,Wallonia,POINT (5.6054024 50.6397673)
unknown,NA,50.6503082,5.5533259,Liège,Liege,Wallonia,POINT (5.5533259 50.6503082)
unknown,NA,50.6316534,5.6217397,GrivegnéeLiège),Liege,Wallonia,POINT (5.6217397 50.6316534)
unknown,NA,50.665191,5.6548252,Liège,Liege,Wallonia,POINT (5.6548252 50.665191)
unknown,NA,50.6525376,5.6107027,Liège,Liege,Wallonia,POINT (5.6107027 50.6525376)
unknown,NA,50.6449845,5.592016,Liège,Liege,Wallonia,POINT (5.592016 50.6449845)
unknown,NA,50.6337561,5.5825281,Liège,Liege,Wallonia,POINT (5.5825281 50.6337561)
unknown,NA,50.5674523,5.5545771,Angleur,Liege,Wallonia,POINT (5.5545771 50.5674523)
unknown,NA,50.6357838,5.5846332,Liège,Liege,Wallonia,POINT (5.5846332 50.6357838)
unknown,NA,50.6180825,5.5741715,Liège,Liege,Wallonia,POINT (5.5741715 50.6180825)
unknown,NA,50.6275084,5.6113378,Liège,Liege,Wallonia,POINT (5.6113378 50.6275084)
unknown,NA,50.6190586,5.5769155,Liège,Liege,Wallonia,POINT (5.5769155 50.6190586)
unknown,NA,50.6295458,5.5680303,Liège,Liege,Wallonia,POINT (5.5680303 50.6295458)
unknown,NA,50.6295458,5.5680303,Liège,Liege,Wallonia,POINT (5.5680303 50.6295458)
unknown,NA,50.6804845,5.576613,Vottem,Liege,Wallonia,POINT (5.576613 50.6804845)
unknown,NA,50.6408274,5.5760585,Liège,Liege,Wallonia,POINT (5.5760585 50.6408274)
unknown,NA,50.6917614,5.5859375,Milmort,Liege,Wallonia,POINT (5.5859375 50.6917614)
unknown,NA,50.6530741,5.4713998,Grâce-Hollogne,Liege,Wallonia,POINT (5.4713998 50.6530741)
unknown,NA,50.6369833,5.5647074,Liège,Liege,Wallonia,POINT (5.5647074 50.6369833)
unknown,NA,50.6362128,5.5684566,Liège,Liege,Wallonia,POINT (5.5684566 50.6362128)
unknown,NA,50.6182012,5.6191004,Chênée,Liege,Wallonia,POINT (5.6191004 50.6182012)
unknown,NA,50.6110125,5.5994127,Angleur,Liege,Wallonia,POINT (5.5994127 50.6110125)
unknown,NA,50.638765,5.583005,Liège,Liege,Wallonia,POINT (5.583005 50.638765)
unknown,NA,50.6061086,5.5599894,Angleur,Liege,Wallonia,POINT (5.5599894 50.6061086)
unknown,NA,50.6104411,5.547224,Liège,Liege,Wallonia,POINT (5.547224 50.6104411)
unknown,NA,50.6357288,5.6141869,Liège,Liege,Wallonia,POINT (5.6141869 50.6357288)
unknown,NA,50.6595028,5.5971939,Liège,Liege,Wallonia,POINT (5.5971939 50.6595028)
unknown,NA,50.6101845,5.5469098,Liège,Liege,Wallonia,POINT (5.5469098 50.6101845)
unknown,NA,50.6406878,5.4444752,Grâce-Hollogne,Liege,Wallonia,POINT (5.4444752 50.6406878)
unknown,NA,50.6370554,5.5686018,Liège,Liege,Wallonia,POINT (5.5686018 50.6370554)
unknown,NA,50.6320858,5.6191897,Liège,Liege,Wallonia,POINT (5.6191897 50.6320858)
unknown,NA,50.6320858,5.6191897,Liège,Liege,Wallonia,POINT (5.6191897 50.6320858)
unknown,NA,50.6682272,5.5533047,Geer,Liege,Wallonia,POINT (5.5533047 50.6682272)
unknown,NA,50.6111307,5.4948223,Jemeppe-sur-Meuse,Liege,Wallonia,POINT (5.4948223 50.6111307)
unknown,NA,50.6456222,5.5736201,Liège,Liege,Wallonia,POINT (5.5736201 50.6456222)
unknown,NA,50.599746,5.5704596,Angleur,Liege,Wallonia,POINT (5.5704596 50.599746)
unknown,NA,50.5998956,5.5756944,Angleur,Liege,Wallonia,POINT (5.5756944 50.5998956)
unknown,NA,50.6110865,5.6034234,Angleur,Liege,Wallonia,POINT (5.6034234 50.6110865)
unknown,NA,50.6937647,5.5819457,Milmort,Liege,Wallonia,POINT (5.5819457 50.6937647)
unknown,NA,50.6903799,5.5768659,Milmort,Liege,Wallonia,POINT (5.5768659 50.6903799)
unknown,NA,50.6103308,5.607824,Angleur,Liege,Wallonia,POINT (5.607824 50.6103308)
unknown,NA,50.6103308,5.607824,Angleur,Liege,Wallonia,POINT (5.607824 50.6103308)
unknown,NA,50.6150018,5.6691515,Beyne-Heusay,Liege,Wallonia,POINT (5.6691515 50.6150018)
unknown,NA,50.6380116,5.5723216,Liège,Liege,Wallonia,POINT (5.5723216 50.6380116)
unknown,NA,50.601148,5.5219958,Seraing,Liege,Wallonia,POINT (5.5219958 50.601148)
unknown,NA,50.6350757,5.5628874,Liège,Liege,Wallonia,POINT (5.5628874 50.6350757)
unknown,NA,50.6371039,5.5628628,Liège,Liege,Wallonia,POINT (5.5628628 50.6371039)
unknown,NA,50.57317,5.567319,Liège,Liege,Wallonia,POINT (5.567319 50.57317)
unknown,NA,50.6448221,5.5855145,Liège,Liege,Wallonia,POINT (5.5855145 50.6448221)
unknown,NA,50.6268015,5.7062275,Retinne,Liege,Wallonia,POINT (5.7062275 50.6268015)
unknown,NA,50.6649018,5.5028675,Loncin,Liege,Wallonia,POINT (5.5028675 50.6649018)
unknown,NA,50.6742343,5.5109769,Alleur,Liege,Wallonia,POINT (5.5109769 50.6742343)
unknown,NA,50.6799858,5.5116263,Alleur,Liege,Wallonia,POINT (5.5116263 50.6799858)
unknown,NA,50.6603605,5.5209119,Ans,Liege,Wallonia,POINT (5.5209119 50.6603605)
unknown,NA,50.6436118,5.5730271,Liège,Liege,Wallonia,POINT (5.5730271 50.6436118)
unknown,NA,50.6786899,5.547202,Liège,Liege,Wallonia,POINT (5.547202 50.6786899)
unknown,NA,50.5923352,5.5367107,Ougrée,Liege,Wallonia,POINT (5.5367107 50.5923352)
unknown,NA,50.6240717,5.5243589,Saint-NicolasLg.),Liege,Wallonia,POINT (5.5243589 50.6240717)
unknown,NA,50.6240717,5.5243589,Saint-NicolasLg.),Liege,Wallonia,POINT (5.5243589 50.6240717)
unknown,NA,50.6837833,5.6362094,Herstal,Liege,Wallonia,POINT (5.6362094 50.6837833)
unknown,NA,50.6398019,5.5638451,Liège,Liege,Wallonia,POINT (5.5638451 50.6398019)
unknown,NA,50.6600963,5.5209567,Ans,Liege,Wallonia,POINT (5.5209567 50.6600963)
unknown,NA,50.615847,5.5119055,Seraing,Liege,Wallonia,POINT (5.5119055 50.615847)
unknown,NA,50.6092288,5.563114,Liège,Liege,Wallonia,POINT (5.563114 50.6092288)
unknown,NA,50.6902917,5.6178643,Herstal,Liege,Wallonia,POINT (5.6178643 50.6902917)
unknown,NA,50.6395485,5.5717467,Liège,Liege,Wallonia,POINT (5.5717467 50.6395485)
unknown,NA,50.571621,5.5582275,Liège,Liege,Wallonia,POINT (5.5582275 50.571621)
unknown,NA,50.5842839,5.5472099,Ougrée,Liege,Wallonia,POINT (5.5472099 50.5842839)
unknown,NA,50.6536513,5.4753308,Grâce-Hollogne,Liege,Wallonia,POINT (5.4753308 50.6536513)
unknown,NA,50.6536513,5.4753308,Grâce-Hollogne,Liege,Wallonia,POINT (5.4753308 50.6536513)
unknown,NA,50.611257,5.506452,Seraing,Liege,Wallonia,POINT (5.506452 50.611257)
unknown,NA,50.611257,5.506452,Seraing,Liege,Wallonia,POINT (5.506452 50.611257)
unknown,NA,50.585474,5.5473481,Ougrée,Liege,Wallonia,POINT (5.5473481 50.585474)
unknown,NA,50.599568,5.5719337,Angleur,Liege,Wallonia,POINT (5.5719337 50.599568)
unknown,NA,50.6878696,5.6097118,Milmort,Liege,Wallonia,POINT (5.6097118 50.6878696)
unknown,NA,50.6925328,5.6091527,Herstal,Liege,Wallonia,POINT (5.6091527 50.6925328)
unknown,NA,50.6269467,5.5724689,Liège,Liege,Wallonia,POINT (5.5724689 50.6269467)
unknown,NA,50.6955585,5.6257045,Herstal,Liege,Wallonia,POINT (5.6257045 50.6955585)
unknown,NA,50.6077919,5.569221,Angleur,Liege,Wallonia,POINT (5.569221 50.6077919)
unknown,NA,50.6071834,5.567247,Angleur,Liege,Wallonia,POINT (5.567247 50.6071834)
unknown,NA,50.6071834,5.567247,Angleur,Liege,Wallonia,POINT (5.567247 50.6071834)
unknown,NA,50.6104411,5.547224,Boncelles,Liege,Wallonia,POINT (5.547224 50.6104411)
unknown,NA,50.654335,5.4817103,Grâce-Hollogne,Liege,Wallonia,POINT (5.4817103 50.654335)
unknown,NA,50.654335,5.4817103,Grâce-Hollogne,Liege,Wallonia,POINT (5.4817103 50.654335)
unknown,NA,50.6764835,5.5366809,Alleur,Liege,Wallonia,POINT (5.5366809 50.6764835)
unknown,NA,50.6804845,5.576613,Vottem,Liege,Wallonia,POINT (5.576613 50.6804845)
